"","dioceses","year","nexus"
"1481","Rockford","2000",0
"1482","Rockford","2001",0
"1483","Rockford","2002",0
"1484","Rockford","2003",0
"1485","Rockford","2004",0
"1486","Rockford","2005",0
"1487","Rockford","2006",2
"1488","Rockford","2007",1
"1489","Rockford","2008",0
"1490","Rockford","2009",0
"1491","Rockford","2010",1
"1492","Rockford","2011",0
"1493","Rockford","2012",0
"1494","Rockford","2013",0
"1495","Rockford","2014",0
"1496","Rockford","2015",0
"1497","Rockford","2016",1
"1498","Rockford","2017",0
"1499","Rockford","2018",4
"1500","Rockford","2019",1
"1501","Springfield in Illinois","1990",0
"1502","Springfield in Illinois","1991",0
"1503","Springfield in Illinois","1992",0
"1504","Springfield in Illinois","1993",0
"1505","Springfield in Illinois","1994",0
"1506","Springfield in Illinois","1995",0
"1507","Springfield in Illinois","1996",0
"1508","Springfield in Illinois","1997",0
"1509","Springfield in Illinois","1998",0
"1510","Springfield in Illinois","1999",0
"1511","Springfield in Illinois","2000",0
"1512","Springfield in Illinois","2001",0
"1513","Springfield in Illinois","2002",0
"1514","Springfield in Illinois","2003",0
"1515","Springfield in Illinois","2004",0
"1516","Springfield in Illinois","2005",0
"1517","Springfield in Illinois","2006",0
"1518","Springfield in Illinois","2007",0
"1519","Springfield in Illinois","2008",0
"1520","Springfield in Illinois","2009",0
"1521","Springfield in Illinois","2010",0
"1522","Springfield in Illinois","2011",0
"1523","Springfield in Illinois","2012",0
"1524","Springfield in Illinois","2013",0
"1525","Springfield in Illinois","2014",0
"1526","Springfield in Illinois","2015",0
"1527","Springfield in Illinois","2016",0
"1528","Springfield in Illinois","2017",0
"1529","Springfield in Illinois","2018",0
"1530","Springfield in Illinois","2019",0
"1531","Evansville","1990",0
"1532","Evansville","1991",0
"1533","Evansville","1992",0
"1534","Evansville","1993",0
"1535","Evansville","1994",0
"1536","Evansville","1995",0
"1537","Evansville","1996",0
"1538","Evansville","1997",0
"1539","Evansville","1998",0
"1540","Evansville","1999",0
"1541","Evansville","2000",0
"1542","Evansville","2001",0
"1543","Evansville","2002",13
"1544","Evansville","2003",0
"1545","Evansville","2004",0
"1546","Evansville","2005",0
"1547","Evansville","2006",0
"1548","Evansville","2007",3
"1549","Evansville","2008",0
"1550","Evansville","2009",0
"1551","Evansville","2010",0
"1552","Evansville","2011",1
"1553","Evansville","2012",0
"1554","Evansville","2013",0
"1555","Evansville","2014",0
"1556","Evansville","2015",0
"1557","Evansville","2016",0
"1558","Evansville","2017",0
"1559","Evansville","2018",2
"1560","Evansville","2019",1
"1561","Fort Wayne-South Bend","1990",0
"1562","Fort Wayne-South Bend","1991",0
"1563","Fort Wayne-South Bend","1992",0
"1564","Fort Wayne-South Bend","1993",0
"1565","Fort Wayne-South Bend","1994",0
"1566","Fort Wayne-South Bend","1995",0
"1567","Fort Wayne-South Bend","1996",0
"1568","Fort Wayne-South Bend","1997",0
"1569","Fort Wayne-South Bend","1998",0
"1570","Fort Wayne-South Bend","1999",0
"1571","Fort Wayne-South Bend","2000",0
"1572","Fort Wayne-South Bend","2001",0
"1573","Fort Wayne-South Bend","2002",7
"1574","Fort Wayne-South Bend","2003",0
"1575","Fort Wayne-South Bend","2004",0
"1576","Fort Wayne-South Bend","2005",0
"1577","Fort Wayne-South Bend","2006",0
"1578","Fort Wayne-South Bend","2007",0
"1579","Fort Wayne-South Bend","2008",1
"1580","Fort Wayne-South Bend","2009",0
"1581","Fort Wayne-South Bend","2010",0
"1582","Fort Wayne-South Bend","2011",0
"1583","Fort Wayne-South Bend","2012",0
"1584","Fort Wayne-South Bend","2013",5
"1585","Fort Wayne-South Bend","2014",1
"1586","Fort Wayne-South Bend","2015",0
"1587","Fort Wayne-South Bend","2016",0
"1588","Fort Wayne-South Bend","2017",0
"1589","Fort Wayne-South Bend","2018",6
"1590","Fort Wayne-South Bend","2019",0
"1591","Gary","1990",0
"1592","Gary","1991",0
"1593","Gary","1992",0
"1594","Gary","1993",0
"1595","Gary","1994",0
"1596","Gary","1995",0
"1597","Gary","1996",0
"1598","Gary","1997",0
"1599","Gary","1998",0
"1600","Gary","1999",0
"1601","Gary","2000",0
"1602","Gary","2001",0
"1603","Gary","2002",0
"1604","Gary","2003",0
"1605","Gary","2004",0
"1606","Gary","2005",0
"1607","Gary","2006",0
"1608","Gary","2007",0
"1609","Gary","2008",2
"1610","Gary","2009",0
"1611","Gary","2010",0
"1612","Gary","2011",0
"1613","Gary","2012",0
"1614","Gary","2013",0
"1615","Gary","2014",0
"1616","Gary","2015",0
"1617","Gary","2016",0
"1618","Gary","2017",0
"1619","Gary","2018",1
"1620","Gary","2019",0
"1621","Lafayette in Indiana","1990",0
"1622","Lafayette in Indiana","1991",0
"1623","Lafayette in Indiana","1992",0
"1624","Lafayette in Indiana","1993",0
"1625","Lafayette in Indiana","1994",0
"1626","Lafayette in Indiana","1995",0
"1627","Lafayette in Indiana","1996",0
"1628","Lafayette in Indiana","1997",0
"1629","Lafayette in Indiana","1998",0
"1630","Lafayette in Indiana","1999",0
"1631","Lafayette in Indiana","2000",0
"1632","Lafayette in Indiana","2001",0
"1633","Lafayette in Indiana","2002",0
"1634","Lafayette in Indiana","2003",0
"1635","Lafayette in Indiana","2004",0
"1636","Lafayette in Indiana","2005",0
"1637","Lafayette in Indiana","2006",0
"1638","Lafayette in Indiana","2007",0
"1639","Lafayette in Indiana","2008",0
"1640","Lafayette in Indiana","2009",0
"1641","Lafayette in Indiana","2010",0
"1642","Lafayette in Indiana","2011",0
"1643","Lafayette in Indiana","2012",0
"1644","Lafayette in Indiana","2013",1
"1645","Lafayette in Indiana","2014",0
"1646","Lafayette in Indiana","2015",0
"1647","Lafayette in Indiana","2016",0
"1648","Lafayette in Indiana","2017",0
"1649","Lafayette in Indiana","2018",0
"1650","Lafayette in Indiana","2019",0
"1651","Davenport","1990",0
"1652","Davenport","1991",0
"1653","Davenport","1992",0
"1654","Davenport","1993",0
"1655","Davenport","1994",0
"1656","Davenport","1995",0
"1657","Davenport","1996",0
"1658","Davenport","1997",0
"1659","Davenport","1998",0
"1660","Davenport","1999",0
"1661","Davenport","2000",0
"1662","Davenport","2001",0
"1663","Davenport","2002",0
"1664","Davenport","2003",0
"1665","Davenport","2004",7
"1666","Davenport","2005",0
"1667","Davenport","2006",44
"1668","Davenport","2007",34
"1669","Davenport","2008",19
"1670","Davenport","2009",4
"1671","Davenport","2010",0
"1672","Davenport","2011",0
"1673","Davenport","2012",0
"1674","Davenport","2013",1
"1675","Davenport","2014",0
"1676","Davenport","2015",0
"1677","Davenport","2016",0
"1678","Davenport","2017",0
"1679","Davenport","2018",0
"1680","Davenport","2019",10
"1681","Des Moines","1990",0
"1682","Des Moines","1991",0
"1683","Des Moines","1992",0
"1684","Des Moines","1993",0
"1685","Des Moines","1994",0
"1686","Des Moines","1995",0
"1687","Des Moines","1996",0
"1688","Des Moines","1997",0
"1689","Des Moines","1998",0
"1690","Des Moines","1999",0
"1691","Des Moines","2000",0
"1692","Des Moines","2001",0
"1693","Des Moines","2002",0
"1694","Des Moines","2003",0
"1695","Des Moines","2004",0
"1696","Des Moines","2005",0
"1697","Des Moines","2006",5
"1698","Des Moines","2007",2
"1699","Des Moines","2008",0
"1700","Des Moines","2009",0
"1701","Des Moines","2010",0
"1702","Des Moines","2011",0
"1703","Des Moines","2012",0
"1704","Des Moines","2013",0
"1705","Des Moines","2014",1
"1706","Des Moines","2015",0
"1707","Des Moines","2016",0
"1708","Des Moines","2017",0
"1709","Des Moines","2018",0
"1710","Des Moines","2019",3
"1711","Sioux City","1990",0
"1712","Sioux City","1991",0
"1713","Sioux City","1992",0
"1714","Sioux City","1993",0
"1715","Sioux City","1994",0
"1716","Sioux City","1995",0
"1717","Sioux City","1996",0
"1718","Sioux City","1997",0
"1719","Sioux City","1998",0
"1720","Sioux City","1999",0
"1721","Sioux City","2000",0
"1722","Sioux City","2001",0
"1723","Sioux City","2002",1
"1724","Sioux City","2003",0
"1725","Sioux City","2004",0
"1726","Sioux City","2005",0
"1727","Sioux City","2006",7
"1728","Sioux City","2007",5
"1729","Sioux City","2008",1
"1730","Sioux City","2009",0
"1731","Sioux City","2010",0
"1732","Sioux City","2011",0
"1733","Sioux City","2012",0
"1734","Sioux City","2013",0
"1735","Sioux City","2014",0
"1736","Sioux City","2015",0
"1737","Sioux City","2016",0
"1738","Sioux City","2017",0
"1739","Sioux City","2018",12
"1740","Sioux City","2019",0
"1741","Dodge City","1990",0
"1742","Dodge City","1991",0
"1743","Dodge City","1992",0
"1744","Dodge City","1993",0
"1745","Dodge City","1994",0
"1746","Dodge City","1995",0
"1747","Dodge City","1996",0
"1748","Dodge City","1997",0
"1749","Dodge City","1998",0
"1750","Dodge City","1999",0
"1751","Dodge City","2000",0
"1752","Dodge City","2001",0
"1753","Dodge City","2002",0
"1754","Dodge City","2003",0
"1755","Dodge City","2004",0
"1756","Dodge City","2005",0
"1757","Dodge City","2006",0
"1758","Dodge City","2007",0
"1759","Dodge City","2008",0
"1760","Dodge City","2009",0
"1761","Dodge City","2010",2
"1762","Dodge City","2011",0
"1763","Dodge City","2012",0
"1764","Dodge City","2013",0
"1765","Dodge City","2014",0
"1766","Dodge City","2015",0
"1767","Dodge City","2016",0
"1768","Dodge City","2017",0
"1769","Dodge City","2018",0
"1770","Dodge City","2019",1
"1771","Salina","1990",0
"1772","Salina","1991",0
"1773","Salina","1992",0
"1774","Salina","1993",0
"1775","Salina","1994",0
"1776","Salina","1995",0
"1777","Salina","1996",0
"1778","Salina","1997",0
"1779","Salina","1998",0
"1780","Salina","1999",0
"1781","Salina","2000",0
"1782","Salina","2001",0
"1783","Salina","2002",0
"1784","Salina","2003",0
"1785","Salina","2004",0
"1786","Salina","2005",0
"1787","Salina","2006",0
"1788","Salina","2007",0
"1789","Salina","2008",0
"1790","Salina","2009",0
"1791","Salina","2010",0
"1792","Salina","2011",0
"1793","Salina","2012",0
"1794","Salina","2013",0
"1795","Salina","2014",0
"1796","Salina","2015",0
"1797","Salina","2016",0
"1798","Salina","2017",0
"1799","Salina","2018",1
"1800","Salina","2019",3
"1801","Wichita","1990",0
"1802","Wichita","1991",0
"1803","Wichita","1992",0
"1804","Wichita","1993",0
"1805","Wichita","1994",0
"1806","Wichita","1995",0
"1807","Wichita","1996",0
"1808","Wichita","1997",0
"1809","Wichita","1998",0
"1810","Wichita","1999",0
"1811","Wichita","2000",0
"1812","Wichita","2001",0
"1813","Wichita","2002",5
"1814","Wichita","2003",0
"1815","Wichita","2004",1
"1816","Wichita","2005",0
"1817","Wichita","2006",0
"1818","Wichita","2007",0
"1819","Wichita","2008",0
"1820","Wichita","2009",0
"1821","Wichita","2010",3
"1822","Wichita","2011",0
"1823","Wichita","2012",0
"1824","Wichita","2013",0
"1825","Wichita","2014",0
"1826","Wichita","2015",0
"1827","Wichita","2016",0
"1828","Wichita","2017",0
"1829","Wichita","2018",0
"1830","Wichita","2019",2
"1831","Covington","1990",0
"1832","Covington","1991",0
"1833","Covington","1992",0
"1834","Covington","1993",0
"1835","Covington","1994",0
"1836","Covington","1995",0
"1837","Covington","1996",0
"1838","Covington","1997",0
"1839","Covington","1998",0
"1840","Covington","1999",0
"1841","Covington","2000",0
"1842","Covington","2001",0
"1843","Covington","2002",8
"1844","Covington","2003",8
"1845","Covington","2004",6
"1846","Covington","2005",11
"1847","Covington","2006",24
"1848","Covington","2007",4
"1849","Covington","2008",4
"1850","Covington","2009",2
"1851","Covington","2010",1
"1852","Covington","2011",1
"1853","Covington","2012",0
"1854","Covington","2013",0
"1855","Covington","2014",0
"1856","Covington","2015",0
"1857","Covington","2016",0
"1858","Covington","2017",0
"1859","Covington","2018",0
"1860","Covington","2019",10
"1861","Lexington","1990",0
"1862","Lexington","1991",0
"1863","Lexington","1992",0
"1864","Lexington","1993",0
"1865","Lexington","1994",0
"1866","Lexington","1995",0
"1867","Lexington","1996",0
"1868","Lexington","1997",0
"1869","Lexington","1998",0
"1870","Lexington","1999",0
"1871","Lexington","2000",0
"1872","Lexington","2001",0
"1873","Lexington","2002",23
"1874","Lexington","2003",6
"1875","Lexington","2004",0
"1876","Lexington","2005",0
"1877","Lexington","2006",0
"1878","Lexington","2007",0
"1879","Lexington","2008",0
"1880","Lexington","2009",2
"1881","Lexington","2010",0
"1882","Lexington","2011",0
"1883","Lexington","2012",0
"1884","Lexington","2013",0
"1885","Lexington","2014",0
"1886","Lexington","2015",0
"1887","Lexington","2016",0
"1888","Lexington","2017",0
"1889","Lexington","2018",1
"1890","Lexington","2019",0
"1891","Owensboro","1990",0
"1892","Owensboro","1991",0
"1893","Owensboro","1992",0
"1894","Owensboro","1993",0
"1895","Owensboro","1994",0
"1896","Owensboro","1995",0
"1897","Owensboro","1996",0
"1898","Owensboro","1997",0
"1899","Owensboro","1998",0
"1900","Owensboro","1999",0
"1901","Owensboro","2000",0
"1902","Owensboro","2001",0
"1903","Owensboro","2002",0
"1904","Owensboro","2003",0
"1905","Owensboro","2004",0
"1906","Owensboro","2005",0
"1907","Owensboro","2006",0
"1908","Owensboro","2007",0
"1909","Owensboro","2008",0
"1910","Owensboro","2009",0
"1911","Owensboro","2010",0
"1912","Owensboro","2011",0
"1913","Owensboro","2012",0
"1914","Owensboro","2013",0
"1915","Owensboro","2014",0
"1916","Owensboro","2015",0
"1917","Owensboro","2016",0
"1918","Owensboro","2017",0
"1919","Owensboro","2018",0
"1920","Owensboro","2019",0
"1921","Alexandria","1990",0
"1922","Alexandria","1991",0
"1923","Alexandria","1992",0
"1924","Alexandria","1993",0
"1925","Alexandria","1994",0
"1926","Alexandria","1995",0
"1927","Alexandria","1996",0
"1928","Alexandria","1997",0
"1929","Alexandria","1998",0
"1930","Alexandria","1999",0
"1931","Alexandria","2000",0
"1932","Alexandria","2001",0
"1933","Alexandria","2002",0
"1934","Alexandria","2003",0
"1935","Alexandria","2004",0
"1936","Alexandria","2005",0
"1937","Alexandria","2006",0
"1938","Alexandria","2007",0
"1939","Alexandria","2008",0
"1940","Alexandria","2009",0
"1941","Alexandria","2010",0
"1942","Alexandria","2011",0
"1943","Alexandria","2012",0
"1944","Alexandria","2013",0
"1945","Alexandria","2014",0
"1946","Alexandria","2015",0
"1947","Alexandria","2016",0
"1948","Alexandria","2017",0
"1949","Alexandria","2018",0
"1950","Alexandria","2019",0
"1951","Baton Rouge","1990",0
"1952","Baton Rouge","1991",0
"1953","Baton Rouge","1992",0
"1954","Baton Rouge","1993",0
"1955","Baton Rouge","1994",0
"1956","Baton Rouge","1995",0
"1957","Baton Rouge","1996",0
"1958","Baton Rouge","1997",0
"1959","Baton Rouge","1998",0
"1960","Baton Rouge","1999",0
"1961","Baton Rouge","2000",0
"1962","Baton Rouge","2001",0
"1963","Baton Rouge","2002",0
"1964","Baton Rouge","2003",0
"1965","Baton Rouge","2004",3
"1966","Baton Rouge","2005",0
"1967","Baton Rouge","2006",0
"1968","Baton Rouge","2007",2
"1969","Baton Rouge","2008",0
"1970","Baton Rouge","2009",1
"1971","Baton Rouge","2010",0
"1972","Baton Rouge","2011",0
"1973","Baton Rouge","2012",0
"1974","Baton Rouge","2013",0
"1975","Baton Rouge","2014",1
"1976","Baton Rouge","2015",0
"1977","Baton Rouge","2016",1
"1978","Baton Rouge","2017",0
"1979","Baton Rouge","2018",1
"1980","Baton Rouge","2019",2
"1981","Houma-Thibodaux","1990",0
"1982","Houma-Thibodaux","1991",0
"1983","Houma-Thibodaux","1992",0
"1984","Houma-Thibodaux","1993",0
"1985","Houma-Thibodaux","1994",0
"1986","Houma-Thibodaux","1995",0
"1987","Houma-Thibodaux","1996",0
"1988","Houma-Thibodaux","1997",0
"1989","Houma-Thibodaux","1998",0
"1990","Houma-Thibodaux","1999",0
"1991","Houma-Thibodaux","2000",0
"1992","Houma-Thibodaux","2001",0
"1993","Houma-Thibodaux","2002",1
"1994","Houma-Thibodaux","2003",5
"1995","Houma-Thibodaux","2004",0
"1996","Houma-Thibodaux","2005",0
"1997","Houma-Thibodaux","2006",0
"1998","Houma-Thibodaux","2007",0
"1999","Houma-Thibodaux","2008",0
"2000","Houma-Thibodaux","2009",0
"2001","Houma-Thibodaux","2010",0
"2002","Houma-Thibodaux","2011",0
"2003","Houma-Thibodaux","2012",0
"2004","Houma-Thibodaux","2013",0
"2005","Houma-Thibodaux","2014",0
"2006","Houma-Thibodaux","2015",0
"2007","Houma-Thibodaux","2016",0
"2008","Houma-Thibodaux","2017",0
"2009","Houma-Thibodaux","2018",0
"2010","Houma-Thibodaux","2019",3
"2011","Lafayette in Louisiana","1990",0
"2012","Lafayette in Louisiana","1991",0
"2013","Lafayette in Louisiana","1992",0
"2014","Lafayette in Louisiana","1993",0
"2015","Lafayette in Louisiana","1994",0
"2016","Lafayette in Louisiana","1995",0
"2017","Lafayette in Louisiana","1996",0
"2018","Lafayette in Louisiana","1997",0
"2019","Lafayette in Louisiana","1998",0
"2020","Lafayette in Louisiana","1999",0
"2021","Lafayette in Louisiana","2000",0
"2022","Lafayette in Louisiana","2001",0
"2023","Lafayette in Louisiana","2002",0
"2024","Lafayette in Louisiana","2003",0
"2025","Lafayette in Louisiana","2004",0
"2026","Lafayette in Louisiana","2005",0
"2027","Lafayette in Louisiana","2006",0
"2028","Lafayette in Louisiana","2007",0
"2029","Lafayette in Louisiana","2008",0
"2030","Lafayette in Louisiana","2009",0
"2031","Lafayette in Louisiana","2010",0
"2032","Lafayette in Louisiana","2011",0
"2033","Lafayette in Louisiana","2012",0
"2034","Lafayette in Louisiana","2013",0
"2035","Lafayette in Louisiana","2014",0
"2036","Lafayette in Louisiana","2015",0
"2037","Lafayette in Louisiana","2016",0
"2038","Lafayette in Louisiana","2017",0
"2039","Lafayette in Louisiana","2018",0
"2040","Lafayette in Louisiana","2019",0
"2041","Lake Charles","1990",0
"2042","Lake Charles","1991",0
"2043","Lake Charles","1992",0
"2044","Lake Charles","1993",0
"2045","Lake Charles","1994",0
"2046","Lake Charles","1995",0
"2047","Lake Charles","1996",0
"2048","Lake Charles","1997",0
"2049","Lake Charles","1998",0
"2050","Lake Charles","1999",0
"2051","Lake Charles","2000",0
"2052","Lake Charles","2001",0
"2053","Lake Charles","2002",0
"2054","Lake Charles","2003",0
"2055","Lake Charles","2004",0
"2056","Lake Charles","2005",0
"2057","Lake Charles","2006",0
"2058","Lake Charles","2007",0
"2059","Lake Charles","2008",0
"2060","Lake Charles","2009",0
"2061","Lake Charles","2010",0
"2062","Lake Charles","2011",0
"2063","Lake Charles","2012",0
"2064","Lake Charles","2013",0
"2065","Lake Charles","2014",0
"2066","Lake Charles","2015",0
"2067","Lake Charles","2016",0
"2068","Lake Charles","2017",0
"2069","Lake Charles","2018",0
"2070","Lake Charles","2019",4
"2071","Shreveport","1990",0
"2072","Shreveport","1991",0
"2073","Shreveport","1992",0
"2074","Shreveport","1993",0
"2075","Shreveport","1994",0
"2076","Shreveport","1995",0
"2077","Shreveport","1996",0
"2078","Shreveport","1997",0
"2079","Shreveport","1998",0
"2080","Shreveport","1999",0
"2081","Shreveport","2000",0
"2082","Shreveport","2001",0
"2083","Shreveport","2002",0
"2084","Shreveport","2003",0
"2085","Shreveport","2004",0
"2086","Shreveport","2005",0
"2087","Shreveport","2006",0
"2088","Shreveport","2007",0
"2089","Shreveport","2008",0
"2090","Shreveport","2009",0
"2091","Shreveport","2010",0
"2092","Shreveport","2011",0
"2093","Shreveport","2012",0
"2094","Shreveport","2013",0
"2095","Shreveport","2014",0
"2096","Shreveport","2015",0
"2097","Shreveport","2016",0
"2098","Shreveport","2017",0
"2099","Shreveport","2018",0
"2100","Shreveport","2019",4
"2101","Portland in Maine","1990",0
"2102","Portland in Maine","1991",0
"2103","Portland in Maine","1992",0
"2104","Portland in Maine","1993",0
"2105","Portland in Maine","1994",0
"2106","Portland in Maine","1995",0
"2107","Portland in Maine","1996",0
"2108","Portland in Maine","1997",0
"2109","Portland in Maine","1998",0
"2110","Portland in Maine","1999",0
"2111","Portland in Maine","2000",0
"2112","Portland in Maine","2001",0
"2113","Portland in Maine","2002",0
"2114","Portland in Maine","2003",0
"2115","Portland in Maine","2004",0
"2116","Portland in Maine","2005",0
"2117","Portland in Maine","2006",0
"2118","Portland in Maine","2007",0
"2119","Portland in Maine","2008",0
"2120","Portland in Maine","2009",0
"2121","Portland in Maine","2010",0
"2122","Portland in Maine","2011",0
"2123","Portland in Maine","2012",0
"2124","Portland in Maine","2013",0
"2125","Portland in Maine","2014",0
"2126","Portland in Maine","2015",0
"2127","Portland in Maine","2016",0
"2128","Portland in Maine","2017",0
"2129","Portland in Maine","2018",0
"2130","Portland in Maine","2019",0
"2131","Fall River","1990",0
"2132","Fall River","1991",0
"2133","Fall River","1992",10
"2134","Fall River","1993",5
"2135","Fall River","1994",0
"2136","Fall River","1995",0
"2137","Fall River","1996",0
"2138","Fall River","1997",0
"2139","Fall River","1998",0
"2140","Fall River","1999",1
"2141","Fall River","2000",0
"2142","Fall River","2001",0
"2143","Fall River","2002",74
"2144","Fall River","2003",0
"2145","Fall River","2004",2
"2146","Fall River","2005",3
"2147","Fall River","2006",0
"2148","Fall River","2007",0
"2149","Fall River","2008",1
"2150","Fall River","2009",0
"2151","Fall River","2010",0
"2152","Fall River","2011",1
"2153","Fall River","2012",2
"2154","Fall River","2013",0
"2155","Fall River","2014",0
"2156","Fall River","2015",3
"2157","Fall River","2016",0
"2158","Fall River","2017",0
"2159","Fall River","2018",0
"2160","Fall River","2019",0
"2161","Springfield in Massachusetts","1990",0
"2162","Springfield in Massachusetts","1991",0
"2163","Springfield in Massachusetts","1992",0
"2164","Springfield in Massachusetts","1993",0
"2165","Springfield in Massachusetts","1994",0
"2166","Springfield in Massachusetts","1995",0
"2167","Springfield in Massachusetts","1996",0
"2168","Springfield in Massachusetts","1997",0
"2169","Springfield in Massachusetts","1998",0
"2170","Springfield in Massachusetts","1999",0
"2171","Springfield in Massachusetts","2000",0
"2172","Springfield in Massachusetts","2001",0
"2173","Springfield in Massachusetts","2002",0
"2174","Springfield in Massachusetts","2003",0
"2175","Springfield in Massachusetts","2004",0
"2176","Springfield in Massachusetts","2005",0
"2177","Springfield in Massachusetts","2006",0
"2178","Springfield in Massachusetts","2007",0
"2179","Springfield in Massachusetts","2008",0
"2180","Springfield in Massachusetts","2009",0
"2181","Springfield in Massachusetts","2010",0
"2182","Springfield in Massachusetts","2011",0
"2183","Springfield in Massachusetts","2012",0
"2184","Springfield in Massachusetts","2013",0
"2185","Springfield in Massachusetts","2014",0
"2186","Springfield in Massachusetts","2015",0
"2187","Springfield in Massachusetts","2016",0
"2188","Springfield in Massachusetts","2017",0
"2189","Springfield in Massachusetts","2018",0
"2190","Springfield in Massachusetts","2019",0
"2191","Worcester","1990",0
"2192","Worcester","1991",0
"2193","Worcester","1992",1
"2194","Worcester","1993",0
"2195","Worcester","1994",0
"2196","Worcester","1995",0
"2197","Worcester","1996",0
"2198","Worcester","1997",0
"2199","Worcester","1998",0
"2200","Worcester","1999",0
"2201","Worcester","2000",0
"2202","Worcester","2001",0
"2203","Worcester","2002",15
"2204","Worcester","2003",7
"2205","Worcester","2004",0
"2206","Worcester","2005",3
"2207","Worcester","2006",35
"2208","Worcester","2007",0
"2209","Worcester","2008",35
"2210","Worcester","2009",0
"2211","Worcester","2010",0
"2212","Worcester","2011",1
"2213","Worcester","2012",0
"2214","Worcester","2013",35
"2215","Worcester","2014",0
"2216","Worcester","2015",0
"2217","Worcester","2016",0
"2218","Worcester","2017",0
"2219","Worcester","2018",1
"2220","Worcester","2019",0
"2221","Gaylord","1990",0
"2222","Gaylord","1991",0
"2223","Gaylord","1992",0
"2224","Gaylord","1993",0
"2225","Gaylord","1994",0
"2226","Gaylord","1995",0
"2227","Gaylord","1996",0
"2228","Gaylord","1997",0
"2229","Gaylord","1998",0
"2230","Gaylord","1999",0
"2231","Gaylord","2000",0
"2232","Gaylord","2001",0
"2233","Gaylord","2002",0
"2234","Gaylord","2003",0
"2235","Gaylord","2004",0
"2236","Gaylord","2005",0
"2237","Gaylord","2006",0
"2238","Gaylord","2007",0
"2239","Gaylord","2008",0
"2240","Gaylord","2009",0
"2241","Gaylord","2010",0
"2242","Gaylord","2011",0
"2243","Gaylord","2012",0
"2244","Gaylord","2013",4
"2245","Gaylord","2014",0
"2246","Gaylord","2015",0
"2247","Gaylord","2016",0
"2248","Gaylord","2017",0
"2249","Gaylord","2018",0
"2250","Gaylord","2019",0
"2251","Grand Rapids","1990",0
"2252","Grand Rapids","1991",0
"2253","Grand Rapids","1992",0
"2254","Grand Rapids","1993",0
"2255","Grand Rapids","1994",0
"2256","Grand Rapids","1995",0
"2257","Grand Rapids","1996",0
"2258","Grand Rapids","1997",0
"2259","Grand Rapids","1998",0
"2260","Grand Rapids","1999",0
"2261","Grand Rapids","2000",0
"2262","Grand Rapids","2001",0
"2263","Grand Rapids","2002",0
"2264","Grand Rapids","2003",0
"2265","Grand Rapids","2004",0
"2266","Grand Rapids","2005",0
"2267","Grand Rapids","2006",1
"2268","Grand Rapids","2007",1
"2269","Grand Rapids","2008",0
"2270","Grand Rapids","2009",0
"2271","Grand Rapids","2010",0
"2272","Grand Rapids","2011",0
"2273","Grand Rapids","2012",0
"2274","Grand Rapids","2013",0
"2275","Grand Rapids","2014",0
"2276","Grand Rapids","2015",0
"2277","Grand Rapids","2016",0
"2278","Grand Rapids","2017",0
"2279","Grand Rapids","2018",0
"2280","Grand Rapids","2019",0
"2281","Kalamazoo","1990",0
"2282","Kalamazoo","1991",0
"2283","Kalamazoo","1992",0
"2284","Kalamazoo","1993",0
"2285","Kalamazoo","1994",0
"2286","Kalamazoo","1995",0
"2287","Kalamazoo","1996",0
"2288","Kalamazoo","1997",0
"2289","Kalamazoo","1998",0
"2290","Kalamazoo","1999",0
"2291","Kalamazoo","2000",0
"2292","Kalamazoo","2001",0
"2293","Kalamazoo","2002",0
"2294","Kalamazoo","2003",0
"2295","Kalamazoo","2004",0
"2296","Kalamazoo","2005",0
"2297","Kalamazoo","2006",0
"2298","Kalamazoo","2007",0
"2299","Kalamazoo","2008",1
"2300","Kalamazoo","2009",0
"2301","Kalamazoo","2010",0
"2302","Kalamazoo","2011",0
"2303","Kalamazoo","2012",0
"2304","Kalamazoo","2013",0
"2305","Kalamazoo","2014",0
"2306","Kalamazoo","2015",0
"2307","Kalamazoo","2016",3
"2308","Kalamazoo","2017",0
"2309","Kalamazoo","2018",0
"2310","Kalamazoo","2019",12
"2311","Lansing","1990",0
"2312","Lansing","1991",0
"2313","Lansing","1992",0
"2314","Lansing","1993",0
"2315","Lansing","1994",0
"2316","Lansing","1995",0
"2317","Lansing","1996",0
"2318","Lansing","1997",0
"2319","Lansing","1998",0
"2320","Lansing","1999",0
"2321","Lansing","2000",0
"2322","Lansing","2001",0
"2323","Lansing","2002",0
"2324","Lansing","2003",0
"2325","Lansing","2004",0
"2326","Lansing","2005",0
"2327","Lansing","2006",0
"2328","Lansing","2007",0
"2329","Lansing","2008",0
"2330","Lansing","2009",0
"2331","Lansing","2010",1
"2332","Lansing","2011",0
"2333","Lansing","2012",0
"2334","Lansing","2013",0
"2335","Lansing","2014",0
"2336","Lansing","2015",0
"2337","Lansing","2016",0
"2338","Lansing","2017",0
"2339","Lansing","2018",4
"2340","Lansing","2019",5
"2341","Marquette","1990",0
"2342","Marquette","1991",0
"2343","Marquette","1992",0
"2344","Marquette","1993",0
"2345","Marquette","1994",0
"2346","Marquette","1995",0
"2347","Marquette","1996",0
"2348","Marquette","1997",0
"2349","Marquette","1998",0
"2350","Marquette","1999",0
"2351","Marquette","2000",0
"2352","Marquette","2001",0
"2353","Marquette","2002",0
"2354","Marquette","2003",0
"2355","Marquette","2004",0
"2356","Marquette","2005",0
